benchmark,clients,instance,when,routes,distance,who,detailed,url
GehringHomberger,200,c1_2_1,2001-01-01,20,2704.5678,SAM::OPT,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c1_2_1.20_2704.5678.txt
GehringHomberger,200,c1_2_2,2001-01-01,18,2917.8920,BVH,SCR,best_known_solutions/GehringHomberger/2001-01-01/c1_2_2.18_2917.892.txt
GehringHomberger,200,c1_2_3,2007-09-20,18,2707.3454,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/c1_2_3.18_2707.3454.txt
GehringHomberger,200,c1_2_4,2007-09-20,18,2643.3088,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/c1_2_4.18_2643.3088.txt
GehringHomberger,200,c1_2_5,2001-01-01,20,2702.0488,SAM::OPT,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c1_2_5.20_2702.0488.txt
GehringHomberger,200,c1_2_6,2001-01-01,20,2701.0354,SAM::OPT,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c1_2_6.20_2701.0354.txt
GehringHomberger,200,c1_2_7,2001-01-01,20,2701.0354,SAM::OPT,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c1_2_7.20_2701.0354.txt
GehringHomberger,200,c1_2_8,2012-04-05,19,2775.4781,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/c1_2_8.19_2775.4781.txt
GehringHomberger,200,c1_2_9,2013-09-02,18,2687.8273,MB,MB,best_known_solutions/GehringHomberger/2013-09-02/c1_2_9.18_2687.8273.txt
GehringHomberger,200,c1_2_10,2016-06-22,18,2643.5534,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c1_2_10.18_2643.5534.txt
GehringHomberger,200,c2_2_1,2001-01-01,6,1931.4425,SAM::OPT,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c2_2_1.6_1931.4425.txt
GehringHomberger,200,c2_2_2,2001-01-01,6,1863.1556,SAM::OPT,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c2_2_2.6_1863.1556.txt
GehringHomberger,200,c2_2_3,2009-01-01,6,1775.0754,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/c2_2_3.6_1775.0754.txt
GehringHomberger,200,c2_2_4,2007-10-17,6,1703.4288,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/c2_2_4.6_1703.4288.txt
GehringHomberger,200,c2_2_5,2001-01-01,6,1878.8463,BVH,SCR,best_known_solutions/GehringHomberger/2001-01-01/c2_2_5.6_1878.8463.txt
GehringHomberger,200,c2_2_6,2001-01-01,6,1857.3535,B,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c2_2_6.6_1857.3535.txt
GehringHomberger,200,c2_2_7,2001-01-01,6,1849.4563,SAM::OPT,SAM::OPT,best_known_solutions/GehringHomberger/2001-01-01/c2_2_7.6_1849.4563.txt
GehringHomberger,200,c2_2_8,2005-02-25,6,1820.5343,RP,SCR,best_known_solutions/GehringHomberger/2005-02-25/c2_2_8.6_1820.5343.txt
GehringHomberger,200,c2_2_9,2005-02-25,6,1830.0500,RP,SCR,best_known_solutions/GehringHomberger/2005-02-25/c2_2_9.6_1830.05.txt
GehringHomberger,200,c2_2_10,2009-01-01,6,1806.5751,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/c2_2_10.6_1806.5751.txt
GehringHomberger,200,r1_2_1,2009-01-01,20,4784.1060,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/r1_2_1.20_4784.106.txt
GehringHomberger,200,r1_2_2,2012-07-31,18,4040.6018,VCGP,SCR,best_known_solutions/GehringHomberger/2012-07-31/r1_2_2.18_4040.6018.txt
GehringHomberger,200,r1_2_3,2007-09-20,18,3381.9568,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r1_2_3.18_3381.9568.txt
GehringHomberger,200,r1_2_4,2009-01-01,18,3057.8108,NBD,VCGP,best_known_solutions/GehringHomberger/2009-01-01/r1_2_4.18_3057.8108.txt
GehringHomberger,200,r1_2_5,2007-10-17,18,4107.8595,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/r1_2_5.18_4107.8595.txt
GehringHomberger,200,r1_2_6,2007-10-17,18,3583.1397,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/r1_2_6.18_3583.1397.txt
GehringHomberger,200,r1_2_7,2007-09-20,18,3150.1140,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r1_2_7.18_3150.114.txt
GehringHomberger,200,r1_2_8,2009-01-01,18,2951.9901,NBD,VCGP,best_known_solutions/GehringHomberger/2009-01-01/r1_2_8.18_2951.9901.txt
GehringHomberger,200,r1_2_9,2007-10-17,18,3760.5836,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/r1_2_9.18_3760.5836.txt
GehringHomberger,200,r1_2_10,2007-09-20,18,3301.1792,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r1_2_10.18_3301.1792.txt
GehringHomberger,200,r2_2_1,2007-09-20,4,4483.1598,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r2_2_1.4_4483.1598.txt
GehringHomberger,200,r2_2_2,2007-09-20,4,3621.2029,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r2_2_2.4_3621.2029.txt
GehringHomberger,200,r2_2_3,2007-09-20,4,2880.6188,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r2_2_3.4_2880.6188.txt
GehringHomberger,200,r2_2_4,2016-06-22,4,1981.3048,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/r2_2_4.4_1981.3048.txt
GehringHomberger,200,r2_2_5,2007-09-20,4,3366.7887,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r2_2_5.4_3366.7887.txt
GehringHomberger,200,r2_2_6,2007-10-17,4,2913.0326,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/r2_2_6.4_2913.0326.txt
GehringHomberger,200,r2_2_7,2007-09-20,4,2451.1415,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r2_2_7.4_2451.1415.txt
GehringHomberger,200,r2_2_8,2003-09-16,4,1849.8692,MB,SCR,best_known_solutions/GehringHomberger/2003-09-16/r2_2_8.4_1849.8692.txt
GehringHomberger,200,r2_2_9,2009-01-01,4,3092.0381,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/r2_2_9.4_3092.0381.txt
GehringHomberger,200,r2_2_10,2007-09-20,4,2654.9672,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r2_2_10.4_2654.9672.txt
GehringHomberger,200,rc1_2_1,2007-10-17,18,3602.8039,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/rc1_2_1.18_3602.8039.txt
GehringHomberger,200,rc1_2_2,2012-04-05,18,3249.0548,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/rc1_2_2.18_3249.0548.txt
GehringHomberger,200,rc1_2_3,2007-09-20,18,3008.3305,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/rc1_2_3.18_3008.3305.txt
GehringHomberger,200,rc1_2_4,2009-01-01,18,2851.6831,NBD,VCGP,best_known_solutions/GehringHomberger/2009-01-01/rc1_2_4.18_2851.6831.txt
GehringHomberger,200,rc1_2_5,2012-04-05,18,3371.0008,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/rc1_2_5.18_3371.0008.txt
GehringHomberger,200,rc1_2_6,2007-10-17,18,3324.8048,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/rc1_2_6.18_3324.8048.txt
GehringHomberger,200,rc1_2_7,2007-09-20,18,3189.3194,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/rc1_2_7.18_3189.3194.txt
GehringHomberger,200,rc1_2_8,2007-10-17,18,3083.9330,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/rc1_2_8.18_3083.933.txt
GehringHomberger,200,rc1_2_9,2009-01-01,18,3081.1269,NBD,VCGP,best_known_solutions/GehringHomberger/2009-01-01/rc1_2_9.18_3081.1269.txt
GehringHomberger,200,rc1_2_10,2012-07-31,18,3000.2961,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/rc1_2_10.18_3000.2961.txt
GehringHomberger,200,rc2_2_1,2007-09-20,6,3099.5334,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/rc2_2_1.6_3099.5334.txt
GehringHomberger,200,rc2_2_2,2007-10-17,5,2825.2442,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/rc2_2_2.5_2825.2442.txt
GehringHomberger,200,rc2_2_3,2009-01-01,4,2601.8740,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/rc2_2_3.4_2601.874.txt
GehringHomberger,200,rc2_2_4,2009-01-01,4,2038.5574,BC4,BC4,best_known_solutions/GehringHomberger/2009-01-01/rc2_2_4.4_2038.5574.txt
GehringHomberger,200,rc2_2_5,2007-09-20,4,2911.4619,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/rc2_2_5.4_2911.4619.txt
GehringHomberger,200,rc2_2_6,2009-01-01,4,2873.1176,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/rc2_2_6.4_2873.1176.txt
GehringHomberger,200,rc2_2_7,2007-09-20,4,2525.8260,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/rc2_2_7.4_2525.826.txt
GehringHomberger,200,rc2_2_8,2012-07-31,4,2292.5347,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/rc2_2_8.4_2292.5347.txt
GehringHomberger,200,rc2_2_9,2007-09-20,4,2175.0432,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/rc2_2_9.4_2175.0432.txt
GehringHomberger,200,rc2_2_10,2016-06-22,4,2015.6123,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/rc2_2_10.4_2015.6123.txt
GehringHomberger,400,c1_4_1,2016-06-22,40,7152.0566,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c1_4_1.40_7152.0566.txt
GehringHomberger,400,c1_4_2,2012-07-31,36,7686.3789,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/c1_4_2.36_7686.3789.txt
GehringHomberger,400,c1_4_3,2012-07-31,36,7060.6663,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/c1_4_3.36_7060.6663.txt
GehringHomberger,400,c1_4_4,2012-07-31,36,6803.2445,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/c1_4_4.36_6803.2445.txt
GehringHomberger,400,c1_4_5,2016-06-22,40,7152.0566,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c1_4_5.40_7152.0566.txt
GehringHomberger,400,c1_4_6,2001-01-01,40,7153.4548,BVH,BC4,best_known_solutions/GehringHomberger/2001-01-01/c1_4_6.40_7153.4548.txt
GehringHomberger,400,c1_4_7,2007-10-17,39,7417.9165,PGDR,SCR,best_known_solutions/GehringHomberger/2007-10-17/c1_4_7.39_7417.9165.txt
GehringHomberger,400,c1_4_8,2012-04-05,37,7347.2323,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/c1_4_8.37_7347.2323.txt
GehringHomberger,400,c1_4_9,2015-10-19,36,7042.5295,Q,Q,best_known_solutions/GehringHomberger/2015-10-19/c1_4_9.36_7042.5295.txt
GehringHomberger,400,c1_4_10,2007-09-20,36,6860.6300,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/c1_4_10.36_6860.63.txt
GehringHomberger,400,c2_4_1,2016-06-22,12,4116.1389,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c2_4_1.12_4116.1389.txt
GehringHomberger,400,c2_4_2,2016-06-22,12,3930.0478,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c2_4_2.12_3930.0478.txt
GehringHomberger,400,c2_4_3,2012-07-31,11,4018.0215,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/c2_4_3.11_4018.0215.txt
GehringHomberger,400,c2_4_4,2012-07-31,11,3702.4927,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/c2_4_4.11_3702.4927.txt
GehringHomberger,400,c2_4_5,2007-09-20,12,3938.6918,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/c2_4_5.12_3938.6918.txt
GehringHomberger,400,c2_4_6,2003-09-16,12,3875.9387,MB,SCR,best_known_solutions/GehringHomberger/2003-09-16/c2_4_6.12_3875.9387.txt
GehringHomberger,400,c2_4_7,2016-06-22,12,3894.1579,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c2_4_7.12_3894.1579.txt
GehringHomberger,400,c2_4_8,2019-05-01,11,4233.2019,CAINIAO,CAINIAO,best_known_solutions/GehringHomberger/2019-05-01/c2_4_8.11_4233.2019.txt
GehringHomberger,400,c2_4_9,2016-07-22,12,3865.6462,BC4,BC4,best_known_solutions/GehringHomberger/2016-07-22/c2_4_9.12_3865.6462.txt
GehringHomberger,400,c2_4_10,2018-09-08,11,3825.6735,SCR,SCR,best_known_solutions/GehringHomberger/2018-09-08/c2_4_10.11_3825.6735.txt
GehringHomberger,400,r1_4_1,2009-01-01,40,10372.3124,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/r1_4_1.40_10372.3124.txt
GehringHomberger,400,r1_4_2,2018-11-01,36,8898.1482,CAINIAO & SCR,CAINIAO & SCR,best_known_solutions/GehringHomberger/2018-11-01/r1_4_2.36_8898.1482.txt
GehringHomberger,400,r1_4_3,2018-02-08,36,7808.3404,Q,Q,best_known_solutions/GehringHomberger/2018-02-08/r1_4_3.36_7808.3404.txt
GehringHomberger,400,r1_4_4,2012-07-31,36,7282.7849,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/r1_4_4.36_7282.7849.txt
GehringHomberger,400,r1_4_5,2018-03-06,36,9222.9978,SCR,SCR,best_known_solutions/GehringHomberger/2018-03-06/r1_4_5.36_9222.9978.txt
GehringHomberger,400,r1_4_6,2017-12-04,36,8358.6859,Q,Q,best_known_solutions/GehringHomberger/2017-12-04/r1_4_6.36_8358.6859.txt
GehringHomberger,400,r1_4_7,2017-12-04,36,7616.1532,Q,Q,best_known_solutions/GehringHomberger/2017-12-04/r1_4_7.36_7616.1532.txt
GehringHomberger,400,r1_4_8,2017-09-07,36,7257.2836,Q,Q,best_known_solutions/GehringHomberger/2017-09-07/r1_4_8.36_7257.2836.txt
GehringHomberger,400,r1_4_9,2018-11-01,36,8694.7805,SCR,SCR,best_known_solutions/GehringHomberger/2018-11-01/r1_4_9.36_8694.7805.txt
GehringHomberger,400,r1_4_10,2016-12-09,36,8094.1009,Q,Q,best_known_solutions/GehringHomberger/2016-12-09/r1_4_10.36_8094.1009.txt
GehringHomberger,400,r2_4_1,2009-01-01,8,9210.1524,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/r2_4_1.8_9210.1524.txt
GehringHomberger,400,r2_4_2,2007-09-20,8,7606.7461,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/r2_4_2.8_7606.7461.txt
GehringHomberger,400,r2_4_3,2012-07-31,8,5911.0702,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/r2_4_3.8_5911.0702.txt
GehringHomberger,400,r2_4_4,2009-01-01,8,4241.4680,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/r2_4_4.8_4241.468.txt
GehringHomberger,400,r2_4_5,2018-11-01,8,7127.8344,CAINIAO & SCR,CAINIAO & SCR,best_known_solutions/GehringHomberger/2018-11-01/r2_4_5.8_7127.8344.txt
GehringHomberger,400,r2_4_6,2012-04-05,8,6122.5954,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/r2_4_6.8_6122.5954.txt
GehringHomberger,400,r2_4_7,2012-04-05,8,5018.5317,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/r2_4_7.8_5018.5317.txt
GehringHomberger,400,r2_4_8,2009-01-01,8,4015.5979,NBD,SCR,best_known_solutions/GehringHomberger/2009-01-01/r2_4_8.8_4015.5979.txt
GehringHomberger,400,r2_4_9,2012-04-05,8,6400.0954,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/r2_4_9.8_6400.0954.txt
GehringHomberger,400,r2_4_10,2018-04-24,8,5779.0301,SCR,SCR,best_known_solutions/GehringHomberger/2018-04-24/r2_4_10.8_5779.0301.txt
GehringHomberger,400,rc1_4_1,2018-11-01,36,8572.3602,SCR,SCR,best_known_solutions/GehringHomberger/2018-11-01/rc1_4_1.36_8572.3602.txt
GehringHomberger,400,rc1_4_2,2016-12-01,36,7892.5242,EOE,EOE,best_known_solutions/GehringHomberger/2016-12-01/rc1_4_2.36_7892.5242.txt
GehringHomberger,400,rc1_4_3,2017-10-03,36,7533.0537,Q,Q,best_known_solutions/GehringHomberger/2017-10-03/rc1_4_3.36_7533.0537.txt
GehringHomberger,400,rc1_4_4,2016-06-22,36,7308.5549,Q,Q,best_known_solutions/GehringHomberger/2016-06-22/rc1_4_4.36_7308.5549.txt
GehringHomberger,400,rc1_4_5,2017-10-17,36,8172.6430,Q,Q,best_known_solutions/GehringHomberger/2017-10-17/rc1_4_5.36_8172.643.txt
GehringHomberger,400,rc1_4_6,2016-12-01,36,8164.9778,EOE,EOE,best_known_solutions/GehringHomberger/2016-12-01/rc1_4_6.36_8164.9778.txt
GehringHomberger,400,rc1_4_7,2016-12-01,36,7948.5102,EOE,EOE,best_known_solutions/GehringHomberger/2016-12-01/rc1_4_7.36_7948.5102.txt
GehringHomberger,400,rc1_4_8,2018-07-13,36,7772.5681,SCR,SCR,best_known_solutions/GehringHomberger/2018-07-13/rc1_4_8.36_7772.5681.txt
GehringHomberger,400,rc1_4_9,2018-11-01,36,7733.3542,CAINIAO,CAINIAO,best_known_solutions/GehringHomberger/2018-11-01/rc1_4_9.36_7733.3542.txt
GehringHomberger,400,rc1_4_10,2016-12-01,36,7596.0439,EOE,EOE,best_known_solutions/GehringHomberger/2016-12-01/rc1_4_10.36_7596.0439.txt
GehringHomberger,400,rc2_4_1,2009-01-01,11,6682.3749,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/rc2_4_1.11_6682.3749.txt
GehringHomberger,400,rc2_4_2,2012-04-05,9,6180.6234,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/rc2_4_2.9_6180.6234.txt
GehringHomberger,400,rc2_4_3,2009-01-01,8,4930.8368,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/rc2_4_3.8_4930.8368.txt
GehringHomberger,400,rc2_4_4,2009-01-01,8,3631.0055,NBD,VCGP,best_known_solutions/GehringHomberger/2009-01-01/rc2_4_4.8_3631.0055.txt
GehringHomberger,400,rc2_4_5,2012-04-05,8,6710.1169,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/rc2_4_5.8_6710.1169.txt
GehringHomberger,400,rc2_4_6,2009-01-01,8,5766.6117,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/rc2_4_6.8_5766.6117.txt
GehringHomberger,400,rc2_4_7,2017-09-25,8,5334.7155,Q,Q,best_known_solutions/GehringHomberger/2017-09-25/rc2_4_7.8_5334.7155.txt
GehringHomberger,400,rc2_4_8,2017-11-15,8,4792.6948,Q,Q,best_known_solutions/GehringHomberger/2017-11-15/rc2_4_8.8_4792.6948.txt
GehringHomberger,400,rc2_4_9,2017-11-15,8,4551.1110,Q,Q,best_known_solutions/GehringHomberger/2017-11-15/rc2_4_9.8_4551.111.txt
GehringHomberger,400,rc2_4_10,2012-07-31,8,4278.6052,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/rc2_4_10.8_4278.6052.txt
GehringHomberger,600,c1_6_1,2001-01-01,60,14095.6438,GH,Q,best_known_solutions/GehringHomberger/2001-01-01/c1_6_1.60_14095.6438.txt
GehringHomberger,600,c1_6_2,2007-10-17,56,14163.3075,PGDR,Q,best_known_solutions/GehringHomberger/2007-10-17/c1_6_2.56_14163.3075.txt
GehringHomberger,600,c1_6_3,2012-04-05,56,13777.8120,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/c1_6_3.56_13777.812.txt
GehringHomberger,600,c1_6_4,2013-09-30,56,13558.5371,Q,Q,best_known_solutions/GehringHomberger/2013-09-30/c1_6_4.56_13558.5371.txt
GehringHomberger,600,c1_6_5,2001-01-01,60,14085.7202,BVH,VCGP,best_known_solutions/GehringHomberger/2001-01-01/c1_6_5.60_14085.7202.txt
GehringHomberger,600,c1_6_6,2019-05-01,59,15832.6825,SCR,SCR,best_known_solutions/GehringHomberger/2019-05-01/c1_6_6.59_15832.6825.txt
GehringHomberger,600,c1_6_7,2018-11-01,57,15742.7843,SCR,SCR,best_known_solutions/GehringHomberger/2018-11-01/c1_6_7.57_15742.7843.txt
GehringHomberger,600,c1_6_8,2017-07-07,56,14389.8237,Q,Q,best_known_solutions/GehringHomberger/2017-07-07/c1_6_8.56_14389.8237.txt
GehringHomberger,600,c1_6_9,2012-07-31,56,13693.4219,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/c1_6_9.56_13693.4219.txt
GehringHomberger,600,c1_6_10,2009-01-01,56,13637.3357,NBD,VCGP,best_known_solutions/GehringHomberger/2009-01-01/c1_6_10.56_13637.3357.txt
GehringHomberger,600,c2_6_1,2016-06-22,18,7774.1558,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c2_6_1.18_7774.1558.txt
GehringHomberger,600,c2_6_2,2018-12-01,17,8258.1965,CAINIAO & SCR,CAINIAO & SCR,best_known_solutions/GehringHomberger/2018-12-01/c2_6_2.17_8258.1965.txt
GehringHomberger,600,c2_6_3,2018-12-01,17,7506.6200,SCR,SCR,best_known_solutions/GehringHomberger/2018-12-01/c2_6_3.17_7506.62.txt
GehringHomberger,600,c2_6_4,2015-03-18,17,6909.5781,Q,Q,best_known_solutions/GehringHomberger/2015-03-18/c2_6_4.17_6909.5781.txt
GehringHomberger,600,c2_6_5,2007-09-20,18,7575.1966,BSJ2,SCR,best_known_solutions/GehringHomberger/2007-09-20/c2_6_5.18_7575.1966.txt
GehringHomberger,600,c2_6_6,2016-06-22,18,7471.1704,BC4,BC4,best_known_solutions/GehringHomberger/2016-06-22/c2_6_6.18_7471.1704.txt
GehringHomberger,600,c2_6_7,2012-04-05,18,7512.0664,BC4,BC4,best_known_solutions/GehringHomberger/2012-04-05/c2_6_7.18_7512.0664.txt
GehringHomberger,600,c2_6_8,2016-07-08,17,7539.7349,Q,Q,best_known_solutions/GehringHomberger/2016-07-08/c2_6_8.17_7539.7349.txt
GehringHomberger,600,c2_6_9,2018-10-01,17,7911.6091,CAINIAO,CAINIAO,best_known_solutions/GehringHomberger/2018-10-01/c2_6_9.17_7911.6091.txt
GehringHomberger,600,c2_6_10,2012-07-31,17,7255.6908,VCGP,VCGP,best_known_solutions/GehringHomberger/2012-07-31/c2_6_10.17_7255.6908.txt
GehringHomberger,600,r1_6_1,2019-05-01,59,21394.9478,CAINIAO & SCR,CAINIAO & SCR,best_known_solutions/GehringHomberger/2019-05-01/r1_6_1.59_21394.9478.txt
GehringHomberger,600,r1_6_2,2019-06-01,54,18605.3238,SCR,SCR,best_known_solutions/GehringHomberger/2019-06-01/r1_6_2.54_18605.3238.txt
GehringHomberger,600,r1_6_3,2019-06-01,54,16908.8659,SCR,SCR,best_known_solutions/GehringHomberger/2019-06-01/r1_6_3.54_16908.8659.txt
GehringHomberger,600,r1_6_4,2019-06-08,54,15749.7438,SCR,SCR,best_known_solutions/GehringHomberger/2019-06-08/r1_6_4.54_15749.7438.txt
GehringHomberger,600,r1_6_5,2019-05-01,54,19385.6448,SCR,SCR,best_known_solutions/GehringHomberger/2019-05-01/r1_6_5.54_19385.6448.txt
GehringHomberger,600,r1_6_6,2019-06-08,54,17801.2978,SCR,SCR,best_known_solutions/GehringHomberger/2019-06-08/r1_6_6.54_17801.2978.txt
GehringHomberger,600,r1_6_7,2019-08-29,54,16523.9329,SCR,SCR,best_known_solutions/GehringHomberger/2019-08-29/r1_6_7.54_16523.9329.txt
GehringHomberger,600,r1_6_8,2019-05-01,54,15610.0011,SCR,SCR,best_known_solutions/GehringHomberger/2019-05-01/r1_6_8.54_15610.0011.txt
GehringHomberger,600,r1_6_9,2019-06-08,54,18530.9590,SCR,SCR,best_known_solutions/GehringHomberger/2019-06-08/r1_6_9.54_18530.959.txt
GehringHomberger,600,r1_6_10,2019-05-01,54,17610.1191,SCR,SCR,best_known_solutions/GehringHomberger/2019-05-01/r1_6_10.54_17610.1191.txt
GehringHomberger,600,r2_6_1,2018-10-01,11,18205.5834,CAINIAO,CAINIAO,best_known_solutions/GehringHomberger/2018-10-01/r2_6_1.11_18205.5834.txt
GehringHomberger,600,r2_6_2,2019-01-01,11,14754.1295,CAINIAO,CAINIAO,best_known_solutions/GehringHomberger/2019-01-01/r2_6_2.11_14754.1295.txt
GehringHomberger,600,r2_6_3,2018-07-23,11,11188.6977,SCR,SCR,best_known_solutions/GehringHomberger/2018-07-23/r2_6_3.11_11188.6977.txt
GehringHomberger,600,r2_6_4,2019-03-01,11,8008.1350,CAINIAO,CAINIAO,best_known_solutions/GehringHomberger/2019-03-01/r2_6_4.11_8008.135.txt
GehringHomberger,600,r2_6_5,2018-11-01,11,15067.3418,SCR,SCR,best_known_solutions/GehringHomberger/2018-11-01/r2_6_5.11_15067.3418.txt
GehringHomberger,600,r2_6_6,2018-11-01,11,12498.2713,SCR,SCR,best_known_solutions/GehringHomberger/2018-11-01/r2_6_6.11_12498.2713.txt
GehringHomberger,600,r2_6_7,2018-09-18,11,10064.5635,SCR,SCR,best_known_solutions/GehringHomberger/2018-09-18/r2_6_7.11_10064.5635.txt
GehringHomberger,600,r2_6_8,2018-11-01,11,7571.9905,SCR,SCR,best_known_solutions/GehringHomberger/2018-11-01/r2_6_8.11_7571.9905.txt
GehringHomberger,600,r2_6_9,2009-01-01,11,13377.5592,NBD,BC4,best_known_solutions/GehringHomberger/2009-01-01/r2_6_9.11_13377.5592.txt
GehringHomberger,600,r2_6_10,2018-11-01,11,12202.2813,SCR,SCR,best_known_solutions/GehringHomberger/2018-11-01/r2_6_10.11_12202.2813.txt
GehringHomberger,600,rc1_6_1,2019-06-08,55,16982.8556,SCR,SCR,best_known_solutions/GehringHomberger/2019-06-08/rc1_6_1.55_16982.8556.txt
GehringHomberger,600,rc1_6_2,2018-11-01,55,15914.7035,CAINIAO,CAINIAO,best_known_solutions/GehringHomberger/2018-11-01/rc1_6_2.55_15914.7035.txt
GehringHomberger,600,rc1_6_3,2016-12-23,55,15204.6363,Q,Q,best_known_solutions/GehringHomberger/2016-12-23/rc1_6_3.55_15204.6363.txt
GehringHomberger,600,rc1_6_4,2018-09-08,55,14777.1897,SCR,SCR,best_known_solutions/GehringHomberger/2018-09-08/rc1_6_4.55_14777.1897.txt
GehringHomberger,600,rc1_6_5,2019-06-08,55,16561.9003,SCR,SCR,best_known_solutions/GehringHomberger/2019-06-08/rc1_6_5.55_16561.9003.txt
GehringHomberger,600,rc1_6_6,2016-12-23,55,16504.2519,Q,Q,best_known_solutions/GehringHomberger/2016-12-23/rc1_6_6.55_16504.2519.txt
GehringHomberger,600,rc1_6_7,2017-09-07,55,16077.1157,Q,Q,best_known_solutions/GehringHomberger/2017-09-07/rc1_6_7.55_16077.1157.txt
GehringHomberger,600,rc1_6_8,2016-12-23,55,15914.9093,Q,Q,best_known_solutions/GehringHomberger/2016-12-23/rc1_6_8.55_15914.9093.txt
GehringHomberger,600,rc1_6_9,2016-12-23,55,15826.2390,Q,Q,best_known_solutions/GehringHomberger/2016-12-23/rc1_6_9.55_15826.239.txt
